"PLAYGROUND_ID","NAME","ID","PLAYGROUND_TYPE","DIVISION_NAME","LOCATION_DESCRIPTION","PLAYAREA_COUNT","UPGRADE_YEAR","PARKING","USAGE","SHADE_LEVEL","TREES","BALANCE","BRIDGE","BAR","CLIMBER","COMBINATION_UNIT","CUBBY","EXERCISE_ELEMENT","FLYING_FOX","FORT","GOAL","PANAL","ROCKER","ROTATION","SAND_ELEMENT","SCULPTURE","SLIDE","SOUND","SWING","TRACK_GLIDE","VEHICLE","TOTAL_STRUCTURES","COMMENTS","FEATURE_TYPE","CGDMGA_PLAYGROUND_AREA","PERIMETER","FEATURE_TYPE_CODE","CREATE_DATE","FEATURE_INSTANCE_METADATA_ID","OBJECTID","NATURAL_ELEMENT","GEOMETRY1_AREA","GEOMETRY1_LEN","OBJECTID_1","area","long","lat","OBJECT","sail_shade","tree_shade","shelter_shade"
306,"RICH STREET NEIGHBOURHOOD PLAYGROUND","PLGR97","LOCAL NEIGHBOURHOOD","HIGGINS","RICH STREET NEIGHBOURHOOD PARK",0,2010,"NONE","","FAIR","MEDIUM TREES NORTH AND EAST",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"PLAY GROUND",267.84747500027,68.3065778368171,20,"2005/11/24 16:51:18+00",NA,727663,0,0,0,11,2.6516124984357e-08,149.021519259539,-35.2302579832939,"Playground","NO","YES","NO"
314,"GLASSEY PLACE NEIGHBOURHOOD PLAUYGROUND","PLGR120","LOCAL NEIGHBOURHOOD","SPENCE","GLASSEY PLACE SPENCE SHOPPING CENTRE",0,2000,"CARPARK","","NONE","UNIDENTIFIED",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"PLAY GROUND",202.99340000016,55.5393086968901,20,"2005/11/24 16:50:53+00",NA,727640,0,0,0,12,2.00870699276435e-08,149.061699066183,-35.1944783053125,"Playground","NO","NO","NO"
315,"BRITTEN JONES DRIVE NEIGHBOURHOOD PLAYGROUND","PLGR121","LOCAL NEIGHBOURHOOD","HOLT","BRITTEN JONES DRIVE NEIGHBOURHOOD PARK",0,1995,"NONE","","FAIR","LARGE TREES EAST AND WEST",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"PLAY GROUND",241.354625000342,57.2990242975329,20,"2005/11/24 16:50:53+00",NA,727641,0,0,0,13,2.38914140715692e-08,149.002706275543,-35.2233571592352,"Playground","NO","YES","NO"
316,"CAZALY CLOSE NEIGHBOURHOOD PLAYGROUND","PLGR122","LOCAL NEIGHBOURHOOD","HOLT","CAZALY CLOSE NEIGHBOURHOOD PARK",0,1985,"NONE","","FAIR","LARGE TREES SOUTH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"PLAY GROUND",233.89326249988,67.876900783797,20,"2005/11/24 16:50:53+00",NA,727642,0,0,0,14,2.31543793966201e-08,149.013208347648,-35.2289662562078,"Playground","NO","YES","NO"
291,"COLE STREET NEIGHBOURHOOD PLAYGROUND","PLGR9","LOCAL NEIGHBOURHOOD","DOWNER","COLE STREET NEIGHBOURHOOD PARK",0,1980,"NONE","","FAIR","SOME TREES",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"PLAY GROUND",301.120925000386,118.582626875521,20,"2005/11/24 16:51:17+00",NA,727643,0,0,0,15,2.98151780389486e-08,149.148810546503,-35.2448453279735,"Playground","NO","YES","NO"
317,"BOYLE PLACE","PLGR123","LOCAL NEIGHBOURHOOD","HOLT","BOYLE PLACE",0,1995,"NONE","","FAIR","MEDIUM TREES SOUTH AND WEST",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"PLAY GROUND",312.801212500123,64.9551422083932,20,"2005/11/24 16:50:53+00",NA,727644,0,0,0,16,3.09647180572272e-08,149.009535270204,-35.2256027662623,"Playground","NO","YES","NO"
321,"HARDWICK CRESCENT NEIGHBOURHOOD PLAYGROUND","PLGR126","LOCAL NEIGHBOURHOOD","HOLT","HARDWICK CRESCENT SHOPPING CENTRE",0,2000,"NONE","","FAIR","MEDIUM TREES NORTH AND EAST",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"PLAY GROUND",508.854487499994,130.880292162068,20,"2005/11/24 16:50:54+00",NA,727645,0,0,0,17,5.03703054144895e-08,149.019234562176,-35.2222987741339,"Playground","NO","YES","NO"
322,"GINNINDERRA PENINSULA DISTRICT PARK","PLGR130","DISTRICT","BELCONNEN","DIDDAMS CLOSE (WEST)",0,2000,"CARPARK","","GOOD","SMALL AND SOME TREES",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"PLAY GROUND",631.116700000508,167.130816164286,20,"2005/11/24 16:50:54+00",NA,727646,0,0,0,18,6.24763488371713e-08,149.074477966125,-35.2293025311872,"Playground","NO","YES","NO"
323,"TOTTERDELL STREET SOUTH NEIGHBOURHOOD PLAYGROUND","PLGR132","LOCAL NEIGHBOURHOOD","BELCONNEN","TOTTERDELL STREET SOUTH NEIGHBOURHOOD PARK",0,1990,"NONE","","GOOD","LARGE TREES AROUND PLAYGROUND",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"PLAY GROUND",261.559949999362,58.3393555128634,20,"2005/11/24 16:50:54+00",NA,727647,0,0,0,19,2.58950091843462e-08,149.059969586454,-35.2345063218876,"Playground","NO","YES","NO"
112,"PRIMMER COURT","PLGR306","LOCAL NEIGHBOURHOOD","KAMBAH","PRIMMER COURT",0,2002,"CARPARK","","GOOD","1 SHADE SAIL OVER PLAY AREA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"PLAY GROUND",762.686144201027,99.9103434410505,20,"2005/11/24 16:51:05+00",NA,727648,0,0,0,20,7.56411708008321e-08,149.058105940742,-35.3800910543451,"Playground","YES","NO","NO"
174,"WHITNEY PLACE - PEDESTRIAN PARKLAND","PLGR394","LOCAL NEIGHBOURHOOD","WESTON","WHITNEY PLACE",0,2000,"NONE","","NONE","UNIDENTIFIED",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"PLAY GROUND",251.064987493877,56.5105048932118,20,"2005/11/24 16:51:10+00",NA,727649,0,0,0,21,2.48881404837059e-08,149.053712415213,-35.3412037887663,"Playground","NO","NO","NO"
26,"BIRRELL STREET NEIGHBOURHOOD PLAYGROUND","PLGR672","LOCAL NEIGHBOURHOOD","PAGE","BIRRELL STREET NEIGHBOURHOOD PARK",0,2017,"NONE","MEDIUM","FAIR","SURROUNDING TREES",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"PLAY GROUND",272.365262533429,68.3947488262452,20,"2017/08/29 09:47:00+00",NA,727650,0,0,0,22,2.69659211332747e-08,149.053361977926,-35.2381193149469,"Playground","NO","YES","NO"
509,"BETTONG AVENUE NEIGHBOUHOOD PLAYGROUND","PLGR671","LOCAL NEIGHBOURHOOD","THROSBY","BETTONG AVENUE NEIGHBOUHOOD PLAYGROUND",0,2017,"CARPARK","","POOR","SURROUNDING TREES",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"PLAY GROUND",201.155928648655,53.6760289452788,20,"2017/08/10 10:52:59+00",NA,727651,0,0,0,23,1.99045019435413e-08,149.166527203905,-35.1964115562498,"Playground","NO","YES","NO"
141,"ARALUEN STREET","PLGR338","LOCAL NEIGHBOURHOOD","FISHER","ARALUEN STREET",0,1990,"NONE","","POOR","SMALL TREE TO SOUTH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"PLAY GROUND",988.477889627253,112.023784129864,20,"2005/11/24 16:51:07+00",NA,727652,0,0,0,24,9.80113027535902e-08,149.057469278467,-35.3605551871225,"Playground","NO","YES","NO"
293,"CORROBOREE PARK CENTRAL COMMUNITY PLAYGROUND","PLGR1","CENTRAL COMMUNITY","AINSLIE","PATERSON STREET NEIGHBOURHOOD PARK",0,2014,"NONE","","FAIR","MANY LARGE TREES",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"PLAY GROUND",350.627349999525,133.951103826726,20,"2005/11/24 16:50:52+00",NA,727682,0,0,0,25,3.47271567896201e-08,149.141571304403,-35.2688049990459,"Playground","NO","YES","NO"
353,"MACKELLAR CRESCENT NEIGHBOURHOOD PLAYGROUND","PLGR167","LOCAL NEIGHBOURHOOD","COOK","MACKELLAR CRESCENT NEIGHBOURHOOD PARK",0,2015,"NONE","","GOOD","LARGE TREES AROUND PLAY AREA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"PLAY GROUND",213.284562491305,86.953677777243,20,"2005/11/24 16:50:56+00",NA,727683,0,0,0,26,2.11234601788772e-08,149.069119231634,-35.2650095976966,"Playground","NO","YES","NO"
318,"HOPE STREET NEIGHBOURHOOD PLAYGROUND","PLGR13","LOCAL NEIGHBOURHOOD","DICKSON","HOPE STREET NEIGHBOURHOOD PARK",0,2000,"NONE","","FAIR","MEDIUM TREES AROUND PLAY AREA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"PLAY GROUND",229.0536124997,61.4899540430221,20,"2005/11/24 16:50:54+00",NA,727684,0,0,0,27,2.26824305702223e-08,149.136914486535,-35.2554179861212,"Playground","NO","YES","NO"
360,"CORREA STREET NEIGHBOURHOOD PLAYGROUND","PLGR174","LOCAL NEIGHBOURHOOD","O'CONNOR","CORREA STREET NEIGHBOURHOOD PARK",0,1985,"NONE","","FAIR","MEDIUM TREES EAST AND SOUTH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"PLAY GROUND",301.111625000708,65.0398654888475,20,"2005/11/24 16:50:57+00",NA,727685,0,0,0,28,2.98171345045262e-08,149.1214262604,-35.2524490313433,"Playground","NO","YES","NO"
361,"BORONIA DRIVE NEIGHBOURHOOD PLAYGROUND","PLGR175","LOCAL NEIGHBOURHOOD","O'CONNOR","BORONIA DRIVE PEDESTRIAN PARKLAND",0,2000,"CARPARK","","FAIR","LARGE TREES AROUND PLAY AREA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"PLAY GROUND",226.574575000397,57.0014890454529,20,"2005/11/24 16:50:57+00",NA,727686,0,0,0,29,2.24375168940451e-08,149.120590365965,-35.2572018322841,"Playground","NO","YES","NO"
397,"NOEL RYAN GARDENS NEIGHBOURHOOD PLAYGROUND","PLGR214","LOCAL NEIGHBOURHOOD","GORDON","NOEL RYAN GARDENS NEIGHBOURHOOD PARK",0,1992,"NONE","","GOOD","LARGE TREES TO THE SOUTH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"PLAY GROUND",304.397474999977,65.2542386405928,20,"2005/11/24 16:50:59+00",NA,727706,0,0,0,30,3.02136695656253e-08,149.083806803139,-35.4461518925947,"Playground","NO","YES","NO"
394,"IREDALE PLACENEIGHBOURHOOD PLAYGROUND","PLGR215","LOCAL NEIGHBOURHOOD","GORDON","IREDALE PLACE PEDESTRIAN PARKLAND",0,1985,"NONE","","NONE","UNIDENTIFIED",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"PLAY GROUND",210.046575000053,52.3082369685816,20,"2005/11/24 16:50:59+00",NA,727707,0,0,0,31,2.08499054884067e-08,149.086473242504,-35.4511887957974,"Playground","NO","NO","NO"
398,"KIRKWOOD CRESCENT NEIGHBOUHOOD PLAYGROUND","PLGR216","LOCAL NEIGHBOURHOOD","GORDON","KIRKWOOD CRESCENTNEIGHBOURHOOD PARK",0,1995,"NONE","","GOOD","MEDIUM TREES AROUND PLAY AREA.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"PLAY GROUND",591.391537499559,106.277605410188,20,"2005/11/24 16:51:00+00",NA,727708,0,0,0,32,5.87106833722584e-08,149.081037348494,-35.4612729573913,"Playground","NO","YES","NO"
382,"FLINDERS WAY NEIGHBOURHOOD PLAYGROUND","PLGR198","LOCAL NEIGHBOURHOOD","GRIFFITH","FLINDERS WAY NEIGHBOURHOOD PARK",0,1980,"CARPARK","","GOOD","LARGE TREES",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"PLAY GROUND",632.860449999986,173.321800298846,20,"2005/11/24 16:50:58+00",NA,727709,0,0,0,33,6.2721950379009e-08,149.13417134387,-35.3234159872315,"Playground","NO","YES","NO"
345,"BRAGG STREET NEIGHBOURHOOD PLAYGROUND","PLGR15","LOCAL NEIGHBOURHOOD","HACKETT","BRAGG STREET NEIGHBOURHOOD PARK",0,1990,"NONE","","FAIR","MEDIUM TREES NORTH, LARGE TREE SOUTH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"PLAY GROUND",250.669812499548,107.101252317722,20,"2005/11/24 16:50:55+00",NA,727710,0,0,0,34,2.4822469627231e-08,149.165866761842,-35.2535297665383,"Playground","NO","YES","NO"
383,"STOKES STREET NEIGHBOURHOOD PLAYGROUND","PLGR199","LOCAL NEIGHBOURHOOD","GRIFFITH","STOKES STREET NEIGHBOURHOOD PARK",0,1985,"NONE","","FAIR","MEDIUM TREES WEST AND SOUTH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"PLAY GROUND",210.584887499959,56.0438487492022,20,"2005/11/24 16:50:58+00",NA,727711,0,0,0,35,2.0870707867757e-08,149.127133665786,-35.3228517868086,"Playground","NO","YES","NO"
362,"WONGOOLA STREET NEIGHBOURHOOD PLAYGROUND","PLGR176","LOCAL NEIGHBOURHOOD","O'CONNOR","WONGOOLA STREET NEIGHBOURHOOD PARK",0,1990,"NONE","","FAIR","MEDIUM TREES AROUND PLAY AREA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"PLAY GROUND",472.997449999558,89.115052451166,20,"2005/11/24 16:50:57+00",NA,727687,0,0,0,36,4.6840400373684e-08,149.111619243652,-35.2569588896781,"Playground","NO","YES","NO"
363,"COCKLE STREET NEIGHBOURHOOD PLAYGROUND","PLGR177","LOCAL NEIGHBOURHOOD","O'CONNOR","COCKLE STREET PEDESTRIAN PARKLAND",0,2010,"CARPARK","","FAIR","LARGE TREES TO WEST AND EAST",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"PLAY GROUND",366.810149999757,102.643056908412,20,"2005/11/24 16:50:57+00",NA,727688,0,0,0,37,3.63282646146774e-08,149.113244760345,-35.2648211308173,"Playground","NO","YES","NO"
364,"FINN STREET CENTRAL COMMUNITY PLAYGROUND","PLGR178","CENTRAL COMMUNITY","O'CONNOR","FINN STREET NEIGHBOUHOOD PARK",0,2009,"NONE","","FAIR","MEDIUM TREES AROUND PLAY AREA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"PLAY GROUND",1516.16609999774,375.609741329217,20,"2005/11/24 16:50:57+00",NA,727689,0,0,0,38,1.50151317497801e-07,149.118359111913,-35.2608878331984,"Playground","NO","YES","NO"
365,"DAVID STREET NEIGHBOURHOOD PLAYGROUND","PLGR179","LOCAL NEIGHBOURHOOD","O'CONNOR","DAVID STREET NEIGHBOURHHOOD PARK",0,1998,"NONE","","GOOD","LARGE TREES AROUND PLAY AREA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"PLAY GROUND",365.718425000038,82.5138293625231,20,"2005/11/24 16:50:57+00",NA,727690,0,0,0,39,3.62196305727873e-08,149.124380164086,-35.2636820659642,"Playground","NO","YES","NO"
367,"DOWLING STREET NEIGHBOURHOOD PLAYGROUND","PLGR181","LOCAL NEIGHBOURHOOD","WATSON","DOWLING STREET NEIGHBOURHOOD PARK",0,1995,"NONE","","NONE","UNIDENTIFIED",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"PLAY GROUND",213.347887499687,60.1036537311327,20,"2005/11/24 16:50:57+00",NA,727691,0,0,0,40,2.11237554609052e-08,149.155552673512,-35.2419307120052,"Playground","NO","NO","NO"
368,"SIMPSON STREET NEIGHBOURHOOD PLAYGROUND","PLGR182","LOCAL NEIGHBOURHOOD","WATSON","SIMPSON STREET NEIGHBOURHOOD PARK",0,1990,"NONE","","FAIR","LARGE TREES EAST AND WEST",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"PLAY GROUND",364.590799999529,81.0489378879695,20,"2005/11/24 16:50:57+00",NA,727692,0,0,0,41,3.60956890088992e-08,149.155257448387,-35.2357325207658,"Playground","NO","YES","NO"
330,"TRYON STREET CENTRAL COMMUNITY PLAYGROUND","PLGR14","CENTRAL COMMUNITY","HACKETT","TRYON STREET NEIGHBOURHOOD PARK",0,1995,"NONE","","FAIR","LARGE TREE WEST, MEDIUM TREES EAST",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"PLAY GROUND",312.243549999791,72.0337585650349,20,"2005/11/24 16:50:55+00",NA,727693,0,0,0,42,3.09181959536178e-08,149.165250801184,-35.2494598903959,"Playground","NO","YES","NO"
369,"HARDING STREET NEIGHBOURHOOD PLAYGROUND","PLGR183","LOCAL NEIGHBOURHOOD","WATSON","HARDING STREET NEIGHBOURHOOD PARK",0,1985,"NONE","","FAIR","MEDIUM TREES SOUTH AND WEST",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"PLAY GROUND",221.058950000724,64.9317479981533,20,"2005/11/24 16:50:57+00",NA,727694,0,0,0,43,2.18863261408829e-08,149.159133649821,-35.2384906118914,"Playground","NO","YES","NO"
370,"WADE STREET NEIGHBOURHOOD PLAYGROUND","PLGR184","LOCAL NEIGHBOURHOOD","WATSON","WADE STREET NEIGHBOURHOOD PARK",0,1990,"NONE","","FAIR","MEDIUM TREES EAST AND WEST",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"PLAY GROUND",374.016212501097,70.852200485482,20,"2005/11/24 16:50:57+00",NA,727695,0,0,0,44,3.70295198747205e-08,149.149563027793,-35.2373117217701,"Playground","NO","YES","NO"
372,"GEERILONG GARDENS CENTRAL COMMUNITY PLAYGROUND","PLGR185","CENTRAL COMMUNITY","REID","GEERILONG GARDENS NEIGHBOURHOOD PARK",0,1990,"NONE","","FAIR","MEDIUM TREES AROUND PLAY AREA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"PLAY GROUND",180.061050000246,54.0030256455294,20,"2005/11/24 16:50:57+00",NA,727696,0,0,0,45,1.78368639119986e-08,149.143688107378,-35.2830757395682,"Playground","NO","YES","NO"
373,"WILLIAM STREET NEIGHBOURHOOD PLAYGROUND","PLGR188","LOCAL NEIGHBOURHOOD","OAKS ESTATE","WILLIAM STREET NEIGHBOURHOOD PARK",0,2008,"NONE","","GOOD","MEDIUM AND LARGE TREES AROUND PLAY AREA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"PLAY GROUND",168.850500000301,59.2743391655679,20,"2005/11/24 16:50:57+00",NA,727697,0,0,0,46,1.67380090809647e-08,149.230805236131,-35.3409810660856,"Playground","NO","YES","NO"
374,"CARNEGIE CRESCENT CENTRAL COMMUNITY PARKLAND","PLGR189","CENTRAL COMMUNITY","NARRABUNDAH","CARNEGIE CRESCENT PEDESTRIAN PARKLAND",0,1985,"NONE","","NONE","UNIDENTIFIED",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"PLAY GROUND",255.268037499899,91.7361961962296,20,"2005/11/24 16:50:58+00",NA,727698,0,0,0,47,2.53037747243194e-08,149.137830312516,-35.33769571196,"Playground","NO","NO","NO"
376,"SPRENT STREET NEIGHBOURHOOD PLAYGROUND","PLGR190","LOCAL NEIGHBOURHOOD","NARRABUNDAH","SPRENT STREET NEIGHBOURHOOD PARK",0,1995,"NONE","","FAIR","MEDIUM TREES AROUND PLAY AREA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"PLAY GROUND",264.476012499799,58.9678429899199,20,"2005/11/24 16:50:58+00",NA,727699,0,0,0,48,2.62166529905916e-08,149.14156831969,-35.3386135834322,"Playground","NO","YES","NO"
377,"ANEMBO STREET NEIGHBOURHOOD PLAYGROUND (WEST)","PLGR191","LOCAL NEIGHBOURHOOD","NARRABUNDAH","ANEMBO STREET PEDESTRIAN PARKLAND (WEST)",0,2000,"NONE","","FAIR","LARGE TREES EAST AND WEST",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"PLAY GROUND",345.091987500394,78.4519084059123,20,"2005/11/24 16:50:58+00",NA,727700,0,0,0,49,3.42040086410288e-08,149.153207995155,-35.3293249738099,"Playground","NO","YES","NO"
